C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,x
0.23646315814157268,0.407343046823314,0.6156670358679259,1.3933531311558578,0.2938017948892631,0.08126446280346414,0.771394025950765,1.8130974504422623,0.3816056452320593,0.22042507073232764,0.18999999999999995
0.22761022240755696,0.3884757538248583,0.5982044437234806,1.3470974454690599,0.2801590336299776,0.07541248925287516,0.749372757317068,1.754784275993012,0.3635177257948536,0.2119995645966464,0.19199999999999995
0.2193172285587932,0.37055290161004156,0.5818207731946642,1.3026666918554148,0.2674034528447299,0.06988094276020886,0.7272623089560508,1.697254848870052,0.34536631843333115,0.20392080295921092,0.19399999999999995
0.21151697396245686,0.35353929400018064,0.5665400116551317,1.259948359008403,0.25549001875672783,0.06469357741368348,0.7050645480127817,1.6406043501149679,0.3272326426507177,0.19619230017109054,0.19599999999999995
0.20414637591774012,0.3374005217311376,0.5523737110314035,1.218823066771604,0.24437535286424472,0.059872400193453613,0.682797437541969,1.5849282713168344,0.30920240959891226,0.18881861271822548,0.19799999999999995
0.197146747154399,0.32210249039529715,0.5393206654845506,1.1791673283898223,0.2340176442972769,0.055436557745863396,0.6604926125346793,1.5303205328830818,0.29136338660909483,0.1818045381722781,0.19999999999999996
0.1904640076139813,0.307610984281048,0.527366937231941,1.1408563251946475,0.2243765802662698,0.051401370993092034,0.638192902700188,1.476871839254814,0.2738030385953784,0.1751543539447318,0.20199999999999996
0.1840488345990902,0.2938912907425208,0.5164861847871836,1.1037666415388812,0.21541329414849333,0.0477775383792266,0.6159499009413058,1.424668292383191,0.2566063101867431,0.16887112049436964,0.20399999999999996
0.17785675351406738,0.2809079068731852,0.5066402449715662,1.0677789045755501,0.20709032711179284,0.044570521984816036,0.5938216594068165,1.3737902642179283,0.23985360572321693,0.16295606788790318,0.20599999999999996
0.17184817182397236,0.26862434632724064,0.49777992058824305,1.032780270793349,0.1993715964432562,0.04178012441793208,0.5718705751601325,1.3243115111359176,0.22361901536047576,0.15740807878651594,0.20799999999999996
0.16598835944529142,0.2570030593128642,0.4898459290527044,0.9986666997436939,0.192222362131502,0.03940025851423505,0.5501615064282959,1.2762984992001865,0.20796882497255098,0.15222327546087247,0.20999999999999996
0.160247379444808,0.24600547329934216,0.48276997280174944,0.9653449557734034,0.18560918283817193,0.03741890658435223,0.5287601396259392,1.2298098995955857,0.19296033591349512,0.14739471367113877,0.21199999999999997
0.1545999735541869,0.23559215609511924,0.4764758991464725,0.9327342813648073,0.17949985316877112,0.03581826129827272,0.5077316082948055,1.1848962088856572,0.17864100862244078,0.14291218242615486,0.21399999999999997
0.14902540751114265,0.22572309694342946,0.47088092457628905,0.9007676912728029,0.1738633159937302,0.03457503630097275,0.48713934894274424,1.1415994488550554,0.16504793214870261,0.13876210587354734,0.21599999999999997
0.1435072815435803,0.21635809542586001,0.4658969055980002,0.869392845219997,0.16866954626566713,0.033660931274892565,0.4670441663920968,1.099952905277766,0.15220761049985518,0.13492754186440226,0.21799999999999997
0.13803331138295888,0.20745724253091116,0.4614316443499823,0.8385724684072997,0.16388940604786126,0.033043233341795715,0.44750347318978706,1.0599808733136036,0.14013604675507824,0.13138827096294836,0.21999999999999997
0.13259508502312997,0.19898147348007986,0.4573902219508919,0.8082843032085231,0.15949447398743943,0.03268553435964438,0.42857066406076066,1.0216983884728175,0.12883909750531294,0.12812096962405908,0.22199999999999998
0.12718780005754818,0.19089316802251657,0.45367635547848806,0.7785205915927896,0.15545685589595185,0.03254854175883098,0.4102945871112905,0.9851109351199793,0.11831306362150414,0.1250994616675458,0.22399999999999998
0.12180998588086484,0.18315677108481573,0.4501937754574605,0.7492871052977631,0.15174898611458223,0.032590959037442906,0.39271907799877465,0.950214138151191,0.10854547872456385,0.12229504273940217,0.22599999999999998
0.11646321439525648,0.1757394050254166,0.44684761977329746,0.7206017586412131,0.14834343165759684,0.032770410887904826,0.37588253080577044,0.9169934566018629,0.09951605402586348,0.1196768728764858,0.22799999999999998
0.11115180218627482,0.16861144437414377,0.4435458371952437,0.6924928560965946,0.14521271252619272,0.033044387180406504,0.35981748892824583,0.8854239094406243,0.091197737312475,0.11721243233491815,0.22999999999999998
0.10588250649296925,0.16174702486788373,0.4402005895014472,0.6649970423351175,0.1423291519282997,0.03337117973413545,0.3445502498514232,0.8554698727325138,0.08355784457176654,0.11486803532699146,0.23199999999999998
0.10066421674568563,0.15512446080147566,0.4367296359867358,0.6381570353746245,0.1396647693814847,0.03371078603849104,0.33010048817057697,0.8270849929762892,0.07655922483615953,0.11260939515016005,0.23399999999999999
0.09550764302036799,0.14872654812485248,0.43305767841368775,0.6120192329242574,0.13719122786386495,0.03402575492459025,0.3164809106232879,0.8002122632469335,0.07016142200253647,0.11040223239868126,0.236
0.09042500247959637,0.14254073520782268,0.42911763880583553,0.5866312873162052,0.13487984344645737,0.034281950707670567,0.3036969643874064,0.7747843065828883,0.06432180135955982,0.1082129156361922,0.238
0.08542970474167462,0.13655914858709667,0.42485183745191285,0.5620397451588294,0.13270166239881018,0.03444921457688491,0.2917466248272347,0.7507239049076864,0.05899661307281716,0.10600912127547947,0.24
0.0805360371281813,0.13077846708573107,0.4202130346419987,0.5382878438921211,0.13062760687158662,0.03450190501824448,0.2806202908486683,0.7279448019897076,0.05414196969496151,0.10376049672507186,0.242
0.07575885086741578,0.12519964419279525,0.41516529747751707,0.5154135489316636,0.1286286862192483,0.03441930279028143,0.27030081492680164,0.7063527960875637,0.04971471968594907,0.10143930842366343,0.244
0.07111324955046847,0.11982748522038453,0.40968465298171575,0.49344790248638676,0.12667626713262253,0.03418587034849207,0.260763690832994,0.6858471227700315,0.04567320378768439,0.09902105450125787,0.246
0.06661428142241738,0.11467009220744558,0.4037594909588394,0.47241373912166107,0.12474239228417215,0.0337913604978274,0.25197741548608354,0.6663221118621914,0.04197788577593293,0.09648502076137883,0.248
0.062276637420334124,0.10973819550226489,0.39739068473752565,0.45232480461343644,0.1228001343846272,0.033230774257204686,0.2439040327537168,0.6476690855771952,0.03859185352050938,0.09381475869664015,0.25
0.05811435722394779,0.10504439612783412,0.3905914050596976,0.4331852946542528,0.12082397058396087,0.032504173221678194,0.23649985714614982,0.6297784487089755,0.03548119035701786,0.09099846547351996,0.252
0.05414054595036673,0.10060234714642481,0.38338661174625316,0.41498980966004373,0.11879016112547877,0.031616356857351036,0.22971636496655162,0.6125419073288623,0.03261522046098388,0.08802924829759488,0.254
0.05036710449109418,0.09642590506938255,0.3758122190333863,0.3977237024276337,0.11667711610445028,0.03057641990524088,0.22350123041362427,0.5958547407105474,0.02996663517895665,0.08490525923928242,0.256
0.04680447684859554,0.09252828374619691,0.3679139431266336,0.3813637777775131,0.1144657350427241,0.029397209159176024,0.21779947512966788,0.57961804302799,0.027511510076890157,0.08162969130239937,0.258
0.04346141817003239,0.08892124303130249,0.359745853941632,0.3658792885220301,0.11213970565214025,0.02809470210640872,0.21255469240161312,0.563740847368874,0.025229224782343494,0.07821063200418134,0.26
0.04034478748183376,0.08561434286931757,0.3513686664776322,0.35123316086754197,0.10968575045440193,0.026687332112405274,0.20771030215564992,0.5481420451911349,0.023102299494932796,0.07466077668725941,0.262
0.03745936937826632,0.08261429034890219,0.3428478200410012,0.33738337519773404,0.10709381265225082,0.025195285887919895,0.20321079036089654,0.5327520196735577,0.02111616329536472,0.0709970098396474,0.264
0.034807729080224434,0.07992440292447468,0.3342514048392168,0.3242844253376367,0.10435717559069296,0.02363979885986163,0.19900288660122945,0.5175139213483677,0.019258870082274004,0.06723986848235568,0.266
0.032390105320483815,0.07754420563967926,0.32564800458637255,0.311888780836869,0.10147251309862602,0.02204247281116236,0.19503663632072377,0.5023845285493148,0.017520778106013237,0.06341290683629215,0.268
0.030204345387669574,0.07546917411015001,0.31710453008164075,0.3001482822494594,0.0984398707747289,0.020424637859757934,0.19126632935216312,0.48733465289466205,0.01589420866442053,0.05954198568484443,0.27
0.028245886331671542,0.07369062857670104,0.30868412176533455,0.28901540830662303,0.09526258072846339,0.018806777672892214,0.18765125340424968,0.47234907034401397,0.014373098612051334,0.055654512857502204,0.272
0.026507785761185457,0.07219577787821421,0.30044419872289113,0.278444365569398,0.09194711430554176,0.0172080329664967,0.18415624970392863,0.45742598022789316,0.012952659966771153,0.05177866290877252,0.274
0.024980804822331552,0.07096790606042692,0.2924347273966516,0.26839196476537225,0.08850287886498776,0.015645794057214932,0.18075205738947006,0.4425760168244906,0.011629058151191876,0.04794260428505174,0.276
0.0236535448240541,0.06998668884300213,0.2846967754932404,0.25881826263877494,0.08494196572807015,0.014135388766731889,0.1774154429291036,0.4278208592694965,0.01039911837316775,0.04417376108513697,0.278
0.02251263757901383,0.06922862256934,0.2772614055656348,0.24968696284627176,0.08127885702562872,0.012689867570171877,0.1741291202233482,0.413191504575029,0.009260067433457933,0.040498134042529006,0.28
0.02154298788855688,0.06866754474896042,0.27014894902158326,0.2409655833322119,0.07753009939913862,0.011319883757891353,0.17088147562209585,0.3987262841513622,0.008209315959583706,0.03693970178166419,0.28200000000000003
0.020728064771309992,0.0682752229800651,0.2633686855437348,0.23262540994365613,0.07371395245119963,0.010033662734584984,0.1676661194294102,0.38446871550571754,0.007244283811788538,0.03351991897743225,0.28400000000000003
0.020050236093952623,0.06802198793829445,0.25691893590179066,0.2246412661738472,0.06985001958844783,0.008837051559044021,0.16448129127397865,0.3704652870270917,0.006362269290987272,0.03025732306816718,0.28600000000000003
0.019491139305731185,0.06787738618815285,0.25078755876331604,0.21699113641272183,0.0659588685440162,0.007733637530053415,0.16132915081146737,0.35676327455861534,0.0055603608869227,0.027167255943361918,0.28800000000000003
0.019032079114874825,0.06781082970087302,0.24495282525350043,0.20965568469388546,0.06206164848183747,0.006724923095018394,0.15821498754314267,0.34340868376148515,0.0048353887056952925,0.024261701849609317,0.29000000000000004
0.018654441291110255,0.06779222097935368,0.23938462952326972,0.20261771262099684,0.05817971022287671,0.005810543594487591,0.15514638414576637,0.33044440239704326,0.004183911455523982,0.02154923790718505,0.29200000000000004
0.018340110447792053,0.06779253539572153,0.23404598021848078,0.19586159908407252,0.05433423581926534,0.004988514310033993,0.15213236677192402,0.3179086322528321,0.003602233970299422,0.019035089339068747,0.29400000000000004
0.018071878752912936,0.06778434552291668,0.2288947071280771,0.18937276085467433,0.05054588343594659,0.004255493870903837,0.14918257353330322,0.3058336524731647,0.0030864497112190535,0.016721277964321976,0.29600000000000004
0.017833832124591015,0.06774227567393344,0.2238853098883066,0.183137167624659,0.04683445325805968,0.003607052185723548,0.14630646910472278,0.2942449457237547,0.0026325024850824435,0.014606849818571686,0.29800000000000004
0.01761170064163297,0.06764337835430108,0.21897087171035232,0.17714093806136486,0.043218579886883844,0.0030379325723934986,0.14351262938634984,0.2831606972764446,0.0022362617134883077,0.012688165993587271,0.30000000000000004
0.017393160670155283,0.06746742771830262,0.21410496076222146,0.17137003557163008,0.039715456370241715,0.002542299529095147,0.14080811573170543,0.2725916561528528,0.0018936059265795497,0.010959239933762691,0.30200000000000005
0.017168077565331022,0.06719712826754969,0.20924344496543043,0.1658100742761108,0.03634059458714575,0.0021139654923902173,0.1381979536579661,0.2625413282775786,0.0016005096762005079,0.009412104434891747,0.30400000000000005
0.016928679710611003,0.06681823985175736,0.20434615228075986,0.16044623773208547,0.03310762613133686,0.0017465918460902658,0.13568472642667126,0.2530064553757178,0.001353129701330213,0.00803719236163046,0.30600000000000005
0.01666965703006005,0.06631962247363374,0.19937831762411068,0.15526330567134367,0.030028147088624065,0.0014338612753306804,0.13326828958755685,0.24397772108122204,0.001147886870141557,0.006823716504012987,0.30800000000000005
0.01638817984940644,0.06569320644277112,0.19431176882427997,0.150245777805952,0.027111609171875765,0.0011696202233677044,0.1309456086291023,0.23544061806764258,0.0009815411108435466,0.0057600358798957025,0.31000000000000005
0.016083836963060972,0.06493389507208719,0.18912581687953545,0.1453780788517973,0.024365258579211076,0.0009479916459804988,0.12871071833599743,0.22737640728042913,0.0008512571799343802,0.004833998000814254,0.31200000000000006
0.015758494849008833,0.06403940838507774,0.1838078295158421,0.1406448254648279,0.021794122709799073,0.0007634594345815298,0.1265547993299209,0.2197631024760525,0.0007546596659695788,0.004033248997932479,0.31400000000000006
0.015416083017340008,0.06301007723047782,0.1783534810177784,0.13603113380287868,0.01940104355952605,0.0006109267798299374,0.12446636454557827,0.21257641983262673,0.0006898760672214934,0.003345505909153841,0.31600000000000006
0.015062313340969392,0.06184859781018407,0.17276668484284546,0.13152294584449853,0.01718675529013854,0.0004857513765801716,0.12243154602841551,0.2057906426460646,0.0006555671041888683,0.002758787733891552,0.31800000000000006
0.014704343769991014,0.06055975693876263,0.1670592280493482,0.12710735326444464,0.015150002191443003,0.00038376074699373084,0.12043447038673487,0.19937936406988632,0.0006509436376133333,0.0022616039682718885,0.32000000000000006
0.014350398963438142,0.059150138383338366,0.16125013755863316,0.12277289937736875,0.013287692107937631,0.0003012511110490194,0.11845770944794368,0.1933160853364878,0.0006757696760364608,0.001843101166923626,0.32200000000000006
0.014009361996413288,0.057627820389144525,0.15536481732713764,0.11850984217951202,0.011595079443697417,0.00023497319889778548,0.11648279113048414,0.18757466168739856,0.000730351000338828,0.0014931695909727002,0.32400000000000007
0.013690352355335786,0.056002073982358305,0.1494340023294559,0.11431036459820054,0.010065971145352133,0.00018210821725164606,0.11449075424528597,0.18212960214979154,0.0008155089395704686,0.001202513173644061,0.32600000000000007
0.01340230588554617,0.05428307086241433,0.143492579677527,0.11016872146700309,0.008692948629327308,0.00014023689214586295,0.11246272990229977,0.1769562412667218,0.0009325388402981051,0.0009626868655338262,0.32800000000000007
0.013153572196722692,0.05248160866078218,0.1375783291708026,0.10608131627448353,0.007467598484163936,0.0001073041506129106,0.1103805314591729,0.1720308100719748,0.0010831528191597444,0.0007661059301800317,0.33000000000000007
0.012951544280375352,0.05060886007286607,0.1317306351516372,0.10204670421650268,0.006380744940161288,8.158160745626148e-05,0.10822723456668788,0.16733043942280232,0.0012694065114614585,0.0006060319801218208,0.3320000000000001
0.01280233378978646,0.04867615089934219,0.12598921889972123,0.09806552138662496,0.005422677536683295,6.162961859384182e-05,0.10598772890339425,0.16283313099914082,0.0014936097580476294,0.00047654051683935036,0.3340000000000001
0.01271050363410452,0.04669477041429662,0.12039293620337732,0.09414034297606325,0.004583368095989764,4.626027163530251e-05,0.10364922371252845,0.1585177298971058,0.0017582215303637598,0.0003724745127035266,0.3360000000000001
0.012678867317321235,0.044675815777220594,0.11497867853539286,0.09027547606725415,0.003852671982625443,3.450232387059895e-05,0.10120169030893571,0.15436392813548677,0.0020657298905606045,0.0002893881986531872,0.3380000000000001
0.01270836189302382,0.042630070504381,0.10978040883638286,0.08647669496273988,0.0032205096322585934,2.5568778553543056e-05,0.0986382263429414,0.15035232115875163,0.002418518417530104,0.0002234847453209416,0.3400000000000001
0.01279799859854036,0.04056791540021468,0.10482835470579309,0.08275092897866132,0.0026770254128480387,1.882751825373794e-05,0.09595532879497129,0.146464530351577,0.0028187212844640337,0.00017155099112148832,0.3420000000000001
0.012944892274290623,0.03849926891000661,0.10014837327073982,0.07910591424204205,0.002212721974445525,1.3775191045412156e-05,0.09315306539973406,0.14268339458542892,0.0032680700177623143,0.00013089181590741724,0.3440000000000001
0.013144367666234502,0.03643355267332422,0.09576149358867615,0.07554982225452737,0.001818569296922464,1.0014370139996831e-05,0.09023513739854828,0.13899322383759138,0.0037677358557900702,9.926621387654921e-05,0.3460000000000001
0.013390137753573441,0.0343796772012546,0.0916836345539493,0.07209087880839432,0.0014860886105254843,7.2338766797549114e-06,0.08720883009657845,0.13538009884918742,0.004318172501824354,7.482660802942681e-05,0.3480000000000001
0.013674546442948358,0.03234604211620139,0.08792548928227512,0.06873698724217614,0.001207412205652883,5.192063717569503e-06,0.08408485153343719,0.13183219339350596,0.004918964862063165,5.606248722969013e-05,0.3500000000000001
0.013988865425547446,0.03034054530171412,0.08449256113384676,0.06549536997655639,0.0009753208401959531,3.7028010308204082e-06,0.08087706351371958,0.12834009060388887,0.005568690005124335,4.17490460657178e-05,0.3520000000000001
0.014323632802485171,0.028370595603972294,0.0813853321153627,0.06237224174878457,0.0007832609813589058,2.6238692315113744e-06,0.07760211312747518,0.12489706233876076,0.006264797002126239,3.090117200469721e-05,0.3540000000000001
0.014669019337875419,0.026443124370250582,0.07859954149149441,0.05937252694437991,0.000625344481127998,1.847461706231431e-06,0.0742789765535398,0.12149928088167401,0.007003512439641346,2.273285403248274e-05,0.3560000000000001
0.015015206979665954,0.024564592041579035,0.07612655105895791,0.056499631900878734,0.0004963334871548883,1.2924988046702396e-06,0.07092843021970299,0.1181459352935226,0.007779778186177918,1.662187890051391e-05,0.3580000000000001
0.015352763663045757,0.0227409871552319,0.07395377361873848,0.05375528104416104,0.0003916134481705551,8.984756278310438e-07,0.06757246714509856,0.11483923014711554,0.008587227397918725,1.207952963663252e-05,0.3600000000000001
0.0156729984291467,0.020977816362751853,0.07206514256504372,0.051139423255935706,0.00030715700526409186,6.205887476698328e-07,0.06423367838549932,0.11158425169951566,0.009418203754734785,8.724898983302311e-06,0.3620000000000001
0.01596828157896722,0.019280085331001083,0.07044160296079954,0.04865021203573803,0.00023948139110390303,4.2591500190706584e-07,0.060934620842808054,0.10838869518709704,0.01026382753236184,6.263370032332645e-06,0.3640000000000001
0.01623231593807519,0.01765227157065025,0.06906160770154393,0.04628405991948424,0.00018560171362295457,2.9044467737983294e-07,0.057697193219979945,0.10526245618220235,0.011114110378570886,4.468789552496695e-06,0.3660000000000001
0.016460347300707234,0.01609829124323465,0.06790160606146674,0.044035764386046894,0.00014298220373868832,1.9680011618867872e-07,0.05454204157160989,0.10221709813424051,0.011958118636080168,3.1688587483232457e-06,0.3680000000000001
0.01664930468954633,0.014621462766898642,0.06693651573656274,0.041898699283197685,0.00010948718151081765,1.3249781674114027e-07,0.051488014725090896,0.09926521667613866,0.012784182835190862,2.233284536308087e-06,0.3700000000000001
0.016797864115195977,0.013224470527194563,0.0661401731344105,0.039865062807468876,8.333316213677734e-05,8.863669144429516e-08,0.04855168787080881,0.0964197284378297,0.01358014867922427,1.56426586750855e-06,0.3720000000000001
0.016906432923136497,0.011909332182756072,0.0654857598293192,0.0379261704526132,6.30431992420944e-05,5.891688725664703e-08,0.045746969920205105,0.09369311752043129,0.014333662596132358,1.0889291392185612e-06,0.3740000000000001
0.01697705542660302,0.010677372941394977,0.06494620558388159,0.036072779259508574,4.740426113346859e-05,3.891235300081394e-08,0.043084806917113354,0.09109667613951429,0.015032482868080694,7.533702927147828e-07,0.3760000000000001
0.017013244173610147,0.009529209798279044,0.0644945699838466,0.034295428291688995,3.54281653253731e-05,2.5536221350443592e-08,0.040572989997089075,0.08863977708846718,0.015664805613440025,5.180056957470747e-07,0.3780000000000001
0.017019744707187822,0.008464748121558887,0.06410440547451035,0.03258477962262208,2.6316363436371008e-05,1.665126439951312e-08,0.03821607227965094,0.08632921460033242,0.016219593606701423,3.539771049349222e-07,0.3800000000000001
0.01700224487101237,0.007483192203161356,0.06375010443954468,0.03093194430385286,1.9428675042991873e-05,1.0788454661643388e-08,0.03601539482284828,0.08416864703512109,0.01668689518398705,2.4039636305210586e-07,0.3820000000000001
0.01696704241886626,0.006583070532256953,0.06340723202342666,0.029328778785180313,1.4255915229914037e-05,6.9453271219629484e-09,0.033969217549817736,0.08215816984505027,0.01705814036748297,1.6225207107801627e-07,0.3840000000000001
0.01692068675655413,0.005762275666483457,0.0630528448323771,0.02776813902331347,1.0396244312030642e-05,4.442706375954014e-09,0.03207294705471793,0.08029404082080101,0.017326401886717947,1.0883281429646225e-07,0.3860000000000001
0.016869611959407914,0.005018117737464015,0.06266579367579736,0.026244081937508695,7.534986008391112e-06,2.823735130162397e-09,0.030319449584405717,0.07856857210987897,0.017486609972429085,7.254949701110141e-08,0.3880000000000001
0.016819778685408394,0.004347389889461506,0.062227006384316684,0.02475200679977574,5.427607795221188e-06,1.7832890496316964e-09,0.02869943443003849,0.07697019536952687,0.017535711601726695,4.806308351386783e-08,0.3900000000000001
0.01677634220509327,0.0037464433573575506,0.06171974472662542,0.02328873240121871,3.885529392140217e-06,1.1190280383730933e-09,0.02720189058290499,0.07548369812338473,0.017472767193027504,3.164385121758491e-08,0.3920000000000001
0.016743362503989192,0.0032112694717746602,0.06112982779803379,0.021852509213947487,2.7644174233818415e-06,6.977207410059143e-10,0.02581455791333784,0.07409062136610277,0.017298980462313575,2.0704530132665402e-08,0.39400000000000013
0.016723570338440893,0.0027375856486484365,0.060445813187743364,0.020442969064717265,1.9546315608885173e-06,4.3225869451237195e-10,0.02452441338542889,0.07276980109647406,0.017017660108156314,1.3462870975688085e-08,0.39600000000000013
0.01671820034421255,0.0023209223764800186,0.059659126914470485,0.019061017857921466,1.3735056540134422e-06,2.660892200027218e-10,0.023318152946877436,0.07149803009446362,0.016634115024217612,8.699698902719368e-09,0.39800000000000013
0.016726898952342723,0.001956708342255894,0.058764133649071994,0.017708679462251405,9.591727991967517e-07,1.6275422145386077e-10,0.022182650712548692,0.07025081116044397,0.016155487671906832,5.586798695204871e-09,0.40000000000000013
0.016747711134311404,0.0016403511115062994,0.05775814013967909,0.01638890087367557,6.656729395333441e-07,9.891420883437506e-11,0.021105378828956134,0.06900316940113167,0.015590532916571646,3.565432097559322e-09,0.40200000000000014
0.016777146077182645,0.0013673111667599261,0.05664132696270649,0.015105330097822636,4.591129683351472e-07,5.973192886677357e-11,0.020074773861482126,0.06773048909354122,0.014949351890261703,2.2612563406010145e-09,0.40400000000000014
0.016810317988790267,0.0011331675753533746,0.05541660661127987,0.013862078816158616,3.1468058931277144e-07,3.5840646456611466e-11,0.019080538548652038,0.06640934022545038,0.014243092173130488,1.4251943528343574e-09,0.40600000000000014
0.01684115456195663,0.0009336740650386002,0.054089409307238503,0.012663481819971503,2.1434303099442518e-07,2.1368132443951493e-11,0.018113871153274695,0.06501826096329995,0.013483626700206097,8.92654280879066e-10,0.40800000000000014
0.016862662380537158,0.0007648047990505902,0.05266740154286021,0.011513864466807858,1.4508924594095418e-07,1.2658397702816198e-11,0.017167618226684014,0.06353846493149529,0.01268322425754577,5.556171990602867e-10,0.41000000000000014
0.016867235899224255,0.0006227896305380713,0.05116014595544195,0.0104173281268534,9.759893552833834e-08,7.450961893313182e-12,0.01623635020126025,0.06195444613373121,0.01185422423103803,3.436763065300438e-10,0.41200000000000014
0.016846994709032052,0.0005041390547230624,0.04957871443820916,0.009377561862374408,6.524340580112733e-08,4.357800903505852e-12,0.015316362654449198,0.06025445938699186,0.011008727452483238,2.1125325373837192e-10,0.41400000000000015
0.016794132703882074,0.00040565944783452364,0.04793526913831774,0.008397686560875611,4.334187074583162e-08,2.532467396422606e-12,0.014405609177100294,0.058430860009474,0.01015831362750809,1.2904332634302706e-10,0.4159999999999999
0.01670126253532245,0.00032445947376042215,0.04624262796866479,0.007480135568497738,2.861251793945326e-08,1.462317834683315e-12,0.01350357438822278,0.056480292911673995,0.00931379403408544,7.833295141023934e-11,0.4179999999999999
0.016561739376477765,0.0002579487481428818,0.04451383230239021,0.006626573687169716,1.877067596211482e-08,8.389983871143014e-13,0.012611097658818436,0.05440372787517089,0.008485006075176894,4.72529299399918e-11,0.41999999999999993
0.016369949457898277,0.0002038299768242675,0.04276173453366866,0.005837854336679074,1.2237064949015279e-08,4.783016841553979e-13,0.011730159469781475,0.052206344353420225,0.007680653991257688,2.832610505181566e-11,0.42199999999999993
0.016121550986898752,0.00016008583742528853,0.04099862215813127,0.005114012849725346,7.927684064605522e-09,2.709343867546458e-13,0.01086364300495951,0.0498972752924109,0.006908197726005782,1.687397666715609e-11,0.42399999999999993
0.01581365777980526,0.0001249618591897639,0.03923589301058739,0.004454292346441983,5.103703110122848e-09,1.5249225328887817e-13,0.010015083583469971,0.04748922497189109,0.0061737897205273555,9.988933627875247e-12,0.42599999999999993
0.01544495905579288,9.694648907544291e-05,0.037483793428178785,0.003857197477992659,3.265072529105891e-09,8.528111476399334e-14,0.009188417916433064,0.04499798047529605,0.005482257401024337,5.876119062772754e-12,0.42799999999999994
0.015015772176194238,7.474942442511154e-05,0.035751227576277377,0.0033205705604115576,2.075711830261263e-09,4.738920129281017e-14,0.008387744016012489,0.04244183992489377,0.004837127412119597,3.4350300185228747e-12,0.42999999999999994
0.014528028472680855,5.727915739501698e-05,0.03404564222038088,0.002841684236094274,1.3113136781720724e-09,2.6165397850380235e-14,0.007617100997600931,0.03984098294422318,0.0042406862970161725,1.9954356530721013e-12,0.43199999999999994
0.013985195505904281,4.362052574326816e-05,0.03237298711460709,0.002417344773684225,8.2320878507478e-10,1.435478621865026e-14,0.006880276123915286,0.03721680987429087,0.0036940713720357427,1.1518898375440142e-12,0.43399999999999994
0.0133921419646423,3.3012909192418084e-05,0.0307377471767837,0.00204400040115815,5.135419296972363e-10,7.82505768754075e-15,0.006180644374424889,0.03459127608182661,0.0031973849950385595,6.60768020627274e-13,0.43599999999999994
0.012754953812942735,2.482955911154849e-05,0.029143038987739282,0.001717849602221662,3.1834865443851564e-10,4.238379094549178e-15,0.005521043714636283,0.031986246330580184,0.0027498252678273476,3.7666111867479727e-13,0.43799999999999994
0.012080712112684145,1.8558408411870838e-05,0.02759076111114345,0.0014349450260008223,1.9610563418515702e-10,2.2810430483428848e-15,0.004903687206851912,0.029422891772047377,0.002349826403795195,2.1336106148099105e-13,0.43999999999999995
0.011377244124703572,1.378458299048106e-05,0.026081785454261364,0.0011912894961353536,1.2004272993848813e-10,1.2197999055353666e-15,0.004330111249797921,0.026921148830868196,0.0019952024795818492,1.2009945920928868e-13,0.44199999999999995
0.010652859798465749,1.0174728590089673e-05,0.0246161754934927,0.0009829214926352552,7.301956471277606e-11,6.481345012343576e-16,0.003801157639919821,0.0244992553295055,0.0016832890085718875,6.717805262187169e-14,0.44399999999999995
0.009916085614643232,7.4631787405903315e-06,0.023193416719822113,0.0008059883602390109,4.413662197616849e-11,3.4218669224273964e-16,0.003316985868479669,0.02217337485572211,0.0014110776549344907,3.7339906112007494e-14,0.44599999999999995
0.00917540700104625,5.4399203557042355e-06,0.02181264510001272,0.0006568063223305606,2.6510282243221892e-11,1.7950746804991382e-16,0.0028771111366709115,0.01995731587064977,0.0011753403800101182,2.062421838489646e-14,0.44799999999999995
0.00843902928592743,3.940262411570102e-06,0.020472860619248044,0.0005319071129805076,1.5822823937886816e-11,9.356714035980148e-17,0.002480462992135532,0.017862347622574333,0.0009727403132994239,1.1319813787277444e-14,0.44999999999999996
0.007714665493659573,2.836078075109666e-06,0.019173114936905433,0.00042807165654229023,9.384411370667463e-12,4.8460246764614855e-17,0.0021254592489952473,0.015897110787926525,0.0007999276113587489,6.17387230697638e-15,0.45199999999999996
0.0070093573512218675,2.0284694057478734e-06,0.01791266467613562,0.000342351711098054,5.530730867818888e-12,2.4938441827291586e-17,0.0018100899162096,0.014067617089289055,0.0006536194633483329,3.346044212163662e-15,0.45399999999999996
0.0063293337908891046,1.4416938780493066e-06,0.016691084681962808,0.0002720807458421063,3.238989545670782e-12,1.2751886458726936e-17,0.0015320061786959739,0.01237732908194905,0.0005306641874327036,1.802023714225226e-15,0.45599999999999996
0.005679909133110841,1.0181910348170447e-06,0.015508338514964602,0.00021487554872765512,1.8848952344587754e-12,6.47889568489079e-18,0.0012886099965773341,0.010827308950517778,0.00042809001539714667,9.643690654824737e-16,0.45799999999999996
0.00506542113098867,7.145533063702291e-07,0.014364806298458481,0.00016863017149522822,1.089970352081175e-12,3.270762167200371e-18,0.0010771405508183064,0.009416423562116897,0.00034313967287672733,5.128367677894586e-16,0.45999999999999996
