P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,x
1.764101326133763e-05,2.548897350847691e-11,0.01733049440581078,4.579663552718665e-07,0.13915922982613058,0.010149884046270846,4.048353386712777e-22,9.635166699209067e-05,4.389301830691058e-06,2.9194544073014883e-06,-0.8260000000000001
2.3960044865173535e-05,4.2533810110601844e-11,0.016752900758047414,6.668011941314281e-07,0.1386324250857295,0.010611049515200036,8.679876448553683e-22,0.00012581865263474156,6.172179448098338e-06,2.056208754948277e-06,-0.8240000000000001
3.2334953649449874e-05,7.052396898331313e-11,0.016127983740939027,9.646720144036071e-07,0.13808777128123337,0.011177165023654649,1.8491374161397704e-21,0.0001633180562608455,8.625015105726343e-06,1.4389749241761263e-06,-0.8220000000000001
4.335881195308027e-05,1.1618758363711014e-10,0.01547213778132522,1.3867031613565925e-06,0.1374894973695874,0.011844342909121796,3.914221018507512e-21,0.00021073444765163992,1.197735151466532e-05,1.000598305738004e-06,-0.8200000000000001
5.777008683169371e-05,1.9019680182505104e-10,0.014802476253363507,1.980650495745418e-06,0.1367984402123742,0.012606689953892998,8.232694849863272e-21,0.0002703075250226204,1.6528853988622817e-05,6.913322483723981e-07,-0.8180000000000001
7.648022942567186e-05,3.0936217798617534e-10,0.014136444501096758,2.8109473011241793e-06,0.13597377864485563,0.013456401788067,1.720517947297e-20,0.00034467632652189365,2.266768293282156e-05,4.7460726698033346e-07,-0.8160000000000001
0.00010060414144383042,4.999789727533685e-10,0.01349143529753557,3.963857886514712e-06,0.13497483398629656,0.014383905618640011,3.572702974151071e-20,0.0004369233617594963,3.0892666119811696e-05,3.237445505595265e-07,-0.8140000000000001
0.0001314931264556802,8.028913520254231e-10,0.01288441719024087,5.553975542132717e-06,0.1337628482253507,0.015378052108475463,7.371487460380532e-20,0.0005506170684787413,4.183974019473247e-05,2.1942750520802394e-07,-0.812
0.00017076967788610947,1.2810979540133739e-09,0.012331584794603185,7.732329732935798e-06,0.13230265471606756,0.016426356207940793,1.5112414819566252e-19,0.000689850667856177,5.6313090128196025e-05,1.4777473160996067e-07,-0.81
0.00022036315530223448,2.0310864679060246e-09,0.011848038487750484,1.0696391334533293e-05,0.13056416451821926,0.0175152854021111,3.078457173549257e-19,0.0008592751704347275,7.532133508056871e-05,9.888486123145649e-08,-0.808
0.0002825450613457407,3.1995949736709727e-09,0.011447499256232941,1.4702280923477339e-05,0.1285236038585522,0.018630592203236283,6.230930135599666e-19,0.0010641239925923002,0.00010011898022667825,6.57476073564239e-08,-0.806
0.0003599622636478502,5.008205233420552e-09,0.011142062778108202,2.0079489418244974e-05,0.12616445368149037,0.01975768584801077,1.2531214460361525e-18,0.0013102264025421826,0.00013225316759505349,4.343607883483421e-08,-0.804
0.0004556661246060357,7.789144287680759e-09,0.010941995274936963,2.7248407735427297e-05,0.12347805982835006,0.020882036136827667,2.504113207178561e-18,0.0016040068487191616,0.00017361550696229984,2.8512926055400066e-08,-0.802
0.0005731351278650609,1.2036990012260776e-08,0.010855572325932643,3.6740926906627634e-05,0.12046390086877598,0.021989600286076216,4.9720475148298055e-18,0.0019524671562350683,0.00022649844430894462,1.859745335962833e-08,-0.8
0.0007162882500809709,1.8482749291020665e-08,0.01088896073967445,4.9224306151011106e-05,0.11712951883351243,0.023067261680148887,9.809279225515776e-18,0.0023631486323842594,0.0002936552273364854,1.2052737109207386e-08,-0.798
0.0008894860513726455,2.819913373877811e-08,0.011046142742205282,6.55284074241935e-05,0.11349013496442316,0.024103267641636367,1.9229121309066602e-17,0.0028440713211784784,0.0003783620563907088,7.761370310996564e-09,-0.796
0.0010975162829704635,4.274895330207919e-08,0.01132888114927649,8.667625498573459e-05,0.10956798715464423,0.025087651920710594,3.7454352775232315e-17,0.0034036480069132707,0.000484480471694194,4.966056329295886e-09,-0.794
0.0013455607732918333,6.439256563447549e-08,0.011736723806753502,0.00011391769247472738,0.10539143725560456,0.026012626663268784,7.248792524165052e-17,0.004050571099559522,0.0006165174376512116,3.1572239824980664e-09,-0.792
0.0016391404911298606,9.637546809233822e-08,0.012267045352184777,0.00014876567442615935,0.10099390438427179,0.02687292825940391,1.3939575794320464e-16,0.004793671244945627,0.0007796799634666075,1.994433958267542e-09,-0.79
0.0019840360307910414,1.4332363073130212e-07,0.012915124209755506,0.00019303444314852674,0.0964126845485866,0.02766610178072052,2.6635077272325704e-16,0.0056417473863921725,0.000979920476109277,1.251856193714013e-09,-0.788
0.0023861813462404497,2.117822875803598e-07,0.013674252618572786,0.0002488785078452827,0.09168771736485899,0.028392709736274894,5.056836125252861e-16,0.006603369048359387,0.0012239685749662293,7.807459499385623e-10,-0.786
0.0028515293967374326,3.1094387398620647e-07,0.01453587735755908,0.00031883096751257633,0.08686035765724197,0.029056452625103243,9.539471481037243e-16,0.007686652793416524,0.0015193442935983374,4.83821933818955e-10,-0.784
0.00338588945828326,4.5362284242659236e-07,0.015489768631565506,0.00040583931429887926,0.08197220380259018,0.029664191211908393,1.788093660572103e-15,0.008899016088001747,0.0018743476257389357,2.9790780475748274e-10,-0.782
0.003994737189433195,6.575493786747444e-07,0.01652421430458686,0.0005132964372147545,0.07706402646501732,0.0302258635357155,3.3302491664415752e-15,0.010246913156979447,0.0022980188974658445,1.8226308833074873e-10,-0.78
0.00468300008279937,9.470706538448266e-07,0.01762623631018078,0.0006450641409330213,0.07217483159854839,0.03075429327618654,6.1628799567564095e-15,0.011735558760346484,0.002800064644047536,1.1079906199264836e-10,-0.778
0.005454822629728985,1.355367122899164e-06,0.018781825659229753,0.0008054861304686644,0.06734108106031463,0.03126489011273262,1.1332121022530147e-14,0.013368647129064323,0.0033907440343152995,6.692585959287007e-11,-0.776
0.006313317298711391,1.9273122504963845e-06,0.019976192039925275,0.0009993871246209802,0.06259608361932835,0.03177524695446451,2.0704236261313195e-14,0.015148074487481608,0.0040807116260106685,4.016727295182708e-11,-0.774
0.007260309182016989,2.723126369998583e-06,0.02119402361331623,0.0012320545880590294,0.0579695592350805,0.032304643211662404,3.7586141216982984e-14,0.017073674601305766,0.00488081336799477,2.3953625333600313e-11,-0.772
0.008296083788017784,3.822998267827599e-06,0.02241975230187249,0.001509199554734465,0.05348737076257303,0.03287346742814279,6.779798441630594e-14,0.019142977557035926,0.005801834306685512,1.4193538250594013e-11,-0.77
0.009419148826517511,5.332870206704741e-06,0.023637819695455465,0.0018368931941798621,0.04917141011365812,0.033502576403244534,1.2151400634246472e-13,0.021351002438886935,0.006854198398161047,8.35661911490131e-12,-0.768
0.010626021826454723,7.391601621646496e-06,0.02483293869423065,0.0022214761835334276,0.045039620604892694,0.034212611214503544,2.1639957942650238e-13,0.02369009466648633,0.008047623139440836,4.888673790221787e-12,-0.766
0.01191105592097582,1.017974123399855e-05,0.02599034618932632,0.0026694386204542636,0.04110613382564247,0.035023293136830586,3.829190742866963e-13,0.026149818444273807,0.009390734346619006,2.841659416584372e-12,-0.764
0.013266316031570954,1.3930143814835792e-05,0.027096042446507294,0.0031872691623542164,0.03738149779701263,0.03595272419619013,6.732526999567117e-13,0.028716914017029662,0.010890649225231345,1.641245341556294e-12,-0.762
0.014681516904177775,1.894066266840527e-05,0.02813701338128463,0.003781273306767439,0.033872973270455756,0.03701671788372737,1.1761689838637308e-12,0.03137532820570247,0.012552538769312293,9.41879844579248e-13,-0.76
0.016144032954605637,2.5589127932505513e-05,0.02910143255178304,0.0044573622181606955,0.030584876451595744,0.03822818531784283,2.0416526517855257e-12,0.034106325011512284,0.014379183331925963,5.370788083932747e-13,-0.758
0.01763898766997147,3.435077942667703e-05,0.02997884038979425,0.005220815218081961,0.027518948889882246,0.039596600848852706,3.5213930857431794e-12,0.03688868094155406,0.016370537752010753,3.042993666141907e-13,-0.756
0.019149427436849314,4.581825624954408e-05,0.030760298874593382,0.00607602092493129,0.024674738385356595,0.041127568772446686,6.0348665766635125e-12,0.0396989671644347,0.018523324508544346,1.7131074639322417e-13,-0.754
0.020656581225384718,6.072414899075539e-05,0.03143852046284478,0.0070262039703939865,0.02204997817583031,0.042822509520604485,1.0276408370283346e-11,0.042511917710821225,0.020830674811374156,9.582718396002772e-14,-0.752
0.022140203699820674,7.996599019329717e-05,0.032007970565248865,0.008073146124382868,0.019640955061640174,0.04467847954452407,1.7387436276006777e-11,0.045300879774796306,0.023281838149939883,5.326151623143247e-14,-0.75
0.023578995240211592,0.0001046333915774243,0.03246494316783838,0.009216912405320639,0.017442860235641018,0.046688134248588004,2.9231443649585037e-11,0.04803833885332859,0.02586198045583409,2.941436387594237e-14,-0.748
0.024951088270599445,0.00013603683122406847,0.03280760931795232,0.010455594203808422,0.015450119214556725,0.04883983796943982,4.8829861593461685e-11,0.050696508108956435,0.028552089584471668,1.614091788657015e-14,-0.746
0.026234585437875057,0.00017573735150888775,0.033036038143973,0.011785082469562303,0.013656699287123876,0.05111791934107683,8.104780143614996e-11,0.053247968098073535,0.03132900423252552,8.800881468910441e-15,-0.744
0.02740813181851869,0.0002255761532632073,0.033152189893456224,0.013198884476601318,0.01205639424768504,0.05350306468658667,1.3366493749530226e-10,0.055666340029555325,0.034165578695043,4.7684474544032244e-15,-0.742
0.028451500678803993,0.0002877027713468584,0.033159880220250966,0.014687997481726377,0.010643086877547453,0.05597283658002865,2.1903538343837065e-10,0.057926973167591864,0.03703099111630959,2.5678479427864197e-15,-0.74
0.029346170577486584,0.0003646002037676024,0.03306471470954256,0.016240851647911145,0.0094109897301329,0.05850229967578039,3.5664124869016643e-10,0.06000762502852694,0.039891197263903964,1.3754148809097463e-15,-0.738
0.030075870930091432,0.00045910505750780854,0.03287399249136956,0.017843332878729152,0.008354864369831521,0.061064731540728855,5.769914569706613e-10,0.06188911179336546,0.04270952559021542,7.3485130929181e-16,-0.736
0.030627073640807065,0.0005744204908077082,0.03259657784709212,0.019478893711643883,0.007470218435933672,0.06363239275390897,9.275294577681613e-10,0.06355590599346879,0.04544740273689787,3.957036239349648e-16,-0.734
0.030989410071022842,0.0007141194995856506,0.03224273903523131,0.0211287572092588,0.006753478894024464,0.06617732812811575,1.481516721027784e-09,0.064996659123231,0.04806519203015645,2.226344458786615e-16,-0.732
0.031155995396933877,0.0008821359441944796,0.03182395420465012,0.022772214985494418,0.0062021387431392015,0.06867216968121244,2.3512885096599624e-09,0.06620462844484373,0.050523121281466216,1.4532008553928839e-16,-0.73
0.031123646182871098,0.001082740673178746,0.03135268524284179,0.024387016277175856,0.005814873407322222,0.07109091200946362,3.7078811418669404e-09,0.06717798988048893,0.05278227072718179,1.3191480481349389e-16,-0.728
0.03089298156589454,0.0013205002046902863,0.030842121705007074,0.025949840534660335,0.005591622181740011,0.07340963200005873,5.809867205334787e-09,0.06792002248291128,0.05480558756867453,1.7686212821656066e-16,-0.726
0.03046840356020754,0.0016002157031390213,0.030305898524810453,0.027436841605447793,0.005533629535237676,0.07560712731275655,9.045386481853383e-09,0.06843915442185032,0.056558890622833764,2.9875436343472644e-16,-0.724
0.029857957359028502,0.001926840462897935,0.02975779292102593,0.02882424748818937,0.005643440881439418,0.0776654516493145,1.3992927057559646e-08,0.06874886554632698,0.058011827301361334,5.474803659882067e-16,-0.722
0.029073077830847286,0.0023053747987508114,0.029211407654815606,0.03008899610770125,0.005924847684813393,0.07957032934728928,2.1508520351475038e-08,0.06886744715099644,0.05913874565626924,1.0231944540046476e-15,-0.72
0.02812823337414494,0.0027407381493423787,0.028679849407961422,0.031209384852285894,0.006382777508510328,0.08131143706835793,3.284982213625174e-08,0.068817625312918,0.059919446603639494,1.913750739661604e-15,-0.718
0.027040482631792186,0.003237619316087327,0.028175412382938796,0.0321657099325487,0.007023125854868103,0.08288254605107809,4.985124797394341e-08,0.06862605976651334,0.060339785601299885,3.5634791845088925e-15,-0.716
0.025828963039037395,0.003800307060202384,0.02770927811845314,0.03294087111995121,0.007852528389991209,0.08428152429176455,7.51691386812079e-08,0.06832273543027309,0.06039209883054956,6.596442285258691e-15,-0.714
0.02451433261173064,0.004432504721057868,0.027291242838734464,0.0335209181874738,0.00887807434787788,0.08551020382454812,1.126221053666122e-07,0.06794026807938214,0.06007543603683501,1.2134645028986174e-14,-0.712
0.023118187668313313,0.005137134037778734,0.026929483318053588,0.03389551740813132,0.010106964518104888,0.08657412371932804,1.676595287504381e-07,0.06751314899668778,0.059395590252705376,2.2181047912941873e-14,-0.71
0.021662479289118703,0.005916134873465876,0.026630371198395036,0.03405831969012451,0.011546120148340628,0.08748216425267662,2.4800096747085213e-07,0.06707695550819015,0.05836492322884582,4.0286819259330894e-14,-0.708
0.02016895029302648,0.006770268963364414,0.026398343958663535,0.03400721617912359,0.013201752226691777,0.08824609171547938,3.645012712642062e-07,0.06666755497159721,0.05700199407079228,7.270541610165719e-14,-0.706
0.01865861246620179,0.007698937030227284,0.02623583836754776,0.033744472204821754,0.015078903811569138,0.08888003633229674,5.323107814887326e-07,0.06632032898162896,0.0553310068508769,1.303745021326127e-13,-0.704
0.017151280879783435,0.008700019523019171,0.02614328938479237,0.03327673599845136,0.017180981188181167,0.0893999276659086,7.724173600660023e-07,0.06606944232845564,0.05338110039429798,2.3229537027920485e-13,-0.702
0.015665178595262553,0.009769751732792015,0.026119194281315868,0.03261492432948574,0.01950929247255182,0.08982291261050013,1.1136772400282668e-06,0.06594717774322924,0.05118550963752199,4.112543365346279e-13,-0.7
0.014216621116385985,0.010902644026815332,0.0261602384377866,0.03177399275606624,0.02206261466604413,0.09016678064324127,1.5954647919886817e-06,0.0659833529304346,0.048780632618951054,7.23440099213629e-13,-0.698
0.012819785851644647,0.01209145734311275,0.026261476084535565,0.030772603215645795,0.024836811892581172,0.09044941946932983,2.271096966145838e-06,0.06620483114497074,0.046205040076655865,1.264494493768805e-12,-0.696
0.011486567839970896,0.013327242854351908,0.02641655639531355,0.029632705892784314,0.02782452844124501,0.09068832167460093,3.2122157868567753e-06,0.06663513100474013,0.043498465695980426,2.196108168351827e-12,-0.694
0.010226519278412815,0.014599452829261872,0.02661798305801859,0.028379055436586254,0.03101498012206227,0.09090015965052521,4.5143408107696765e-06,0.06729413574818632,0.04070081428310354,3.78977202226639e-12,-0.692
0.009046867152225148,0.015896127218246237,0.026857393895648514,0.027038683479203015,0.03439386618775648,0.09110044206927102,6.303831350236012e-06,0.06819789715742032,0.03785122265829371,6.49823155873928e-12,-0.69
0.007952600638012283,0.017204157437474207,0.027125846426882424,0.025640349931662875,0.03794342158867627,0.09130326077250209,8.746523330525247e-06,0.06935852523923271,0.034987204078125354,1.1071340307421952e-11,-0.688
0.006946618012647753,0.01850962533526937,0.027414095500434815,0.02421399469733314,0.04164262557756802,0.09152113231617698,1.2058325008958769e-05,0.0707841517849179,0.032143901798629596,1.874253503379212e-11,-0.6859999999999999
0.006029921587716326,0.019798211548493993,0.02771285030253282,0.022790209330581117,0.04546757769628166,0.09176493380108018,1.6518065798513793e-05,0.07247895431298934,0.02935347132333018,3.152679236156187e-11,-0.6839999999999999
0.005201848686810069,0.021055663580250957,0.028013000042807896,0.021399744947005084,0.04939204606076626,0.09204392821810922,2.2482888710047694e-05,0.0744432267153869,0.026644604310916614,5.269322658244899e-11,-0.6819999999999999
0.004460326835293533,0.02226831016232804,0.028305800324375414,0.020073068602399113,0.05338818579098583,0.0923658705297375,3.040645436028843e-05,0.07667348412827348,0.02404220041833138,8.750917617559135e-11,-0.6799999999999999
0.0038021420498879363,0.02342360502627495,0.02858301539713027,0.018839975696049716,0.057427417658487745,0.09273718224803228,4.0860177442127816e-05,0.07916259195716895,0.02156718687563004,1.4440308102602453e-10,-0.6779999999999999
0.003223210285422882,0.02451068031301495,0.028837014937695655,0.017729261050584876,0.0614814488616143,0.09316317947691312,5.4557639080989476e-05,0.08189991231443255,0.019236479635900305,2.36768363195154e-10,-0.6759999999999999
0.0027188435911126158,0.025520887702360384,0.02906082743289041,0.016768446518624042,0.06552340965626509,0.09364833735034164,7.238220475241118e-05,0.0848714649984569,0.01706307476530437,3.857407688068853e-10,-0.6739999999999999
0.002284004216947508,0.026448304109218966,0.029248155404595987,0.015983558599205867,0.06952907177590126,0.09419657257372206,9.541772215289405e-05,0.08806010412743408,0.015056254514991043,6.244424279976226e-10,-0.672
0.001913541664466732,0.027290178597114,0.029393360363121426,0.015398945916282217,0.07347810759314079,0.09481152538585325,0.00012498197257613907,0.09144571519073273,0.013221889355533041,1.0044183056534296e-09,-0.67
0.0016024093785988315,0.028047298072321203,0.0294914273157925,0.01503712376883635,0.0773553432267307,0.09549682269628537,0.00016266230092056223,0.0950054401798879,0.01156281519167023,1.6053235565953768e-09,-0.668
0.0013458593281713343,0.028724251353246848,0.029537919747395853,0.014918631492629524,0.08115195467226004,0.09625630538364457,0.0002103525542455499,0.09871394025924887,0.010079263981560055,2.5493924996202964e-09,-0.666
0.0011396140418864723,0.02932957430623758,0.02952893615795774,0.015061888184895714,0.08486655386910807,0.09709420470554991,0.00027029012131270247,0.10254370588675195,0.008769325977097802,4.022883449165249e-09,-0.664
0.000980016695752725,0.02987576278594701,0.029461078493855288,0.015483033458990632,0.08850611166940409,0.09801525538904529,0.0003450914948415156,0.10646542328015768,0.007629422655557888,6.307616937872523e-09,-0.662
0.0008641605512572442,0.030379144945200245,0.029331441216138506,0.016195742253758787,0.09208666711008615,0.09902473614091786,0.0004377843885608003,0.11044840366783822,0.006654770976605033,9.82699684166382e-09,-0.66
0.000789999406758139,0.030859609869522173,0.02913762745657242,0.017211006177408294,0.09563377725749587,0.10012843192069537,0.0005518340525299347,0.11446107803280861,0.005839821709431843,1.521263838744137e-08,-0.658
0.0007564407536638224,0.031340195195269996,0.028877795911583376,0.01853687819875311,0.09918266912505279,0.10133251622038453,0.0006911610684235492,0.11847155534996921,0.005178657070676061,2.3400067356386286e-08,-0.656
0.000763423048167909,0.031846542119043926,0.02855073904715325,0.020178182428496828,0.10277806456377504,0.10264335564542446,0.0008601476027435458,0.12244823702779839,0.0046653356458524415,3.576507852940642e-08,-0.654
0.0008119779588766753,0.032406231728005,0.028155990079968767,0.02213619593246543,0.10647366027849658,0.1040672431318421,0.0010636288859691768,0.1263604748612952,0.004294175407291433,5.4316464257567675e-08,-0.652
0.0009042776846711336,0.03304802161645479,0.027693953303458703,0.024408314632949145,0.11033125780674337,0.10561006999982232,0.0013068666081242127,0.1301792547700429,0.004059968487922129,8.196620252673882e-08,-0.65
0.0010436665213052864,0.03380100607056087,0.02716604985919753,0.026987720023073092,0.11441955189960074,0.10727695056747726,0.0015955010154375066,0.13387788439842271,0.003958124147977649,1.22905125779231e-07,-0.648
0.0012346748647931428,0.034693726506065746,0.02657486919087699,0.02986306729765326,0.11881259968557505,0.1090718160695453,0.0019354787957679284,0.1374326596929746,0.003984739031810814,1.8312091279248817e-07,-0.646
0.0014830128571433495,0.03575326118671989,0.02592431528219454,0.033018218285040736,0.12358800666301538,0.11099699699567418,0.0023329543836400164,0.1408234841407731,0.004136596326685723,2.711063214185296e-07,-0.644
0.001795539992933858,0.037004324441573665,0.025219736432798397,0.036432043998442104,0.12882487833151604,0.11305281455411972,0.002794163120981515,0.14403441461912223,0.004411097791670543,3.988192894783941e-07,-0.642
0.002180206303127861,0.03846840560148305,0.024468027765921187,0.040078321537733094,0.13460159754143186,0.1152372026796266,0.003325265785446517,0.14705410979432945,0.004806134816898012,5.829732439020338e-07,-0.64
0.0026459603036162217,0.04016297670984735,0.0236776968261863,0.04392574837821889,0.14099349687414622,0.11754538177505562,0.003932165335925715,0.1498761605956732,0.005319906695375233,8.467559979483597e-07,-0.638
0.003202618822947206,0.04210079580314169,0.022858884404290927,0.04793809379278915,0.14807050211054573,0.1199696041823067,0.004620298295682209,0.15249928722992478,0.005950696127757177,1.2220992125513683e-06,-0.636
0.0038606941789264917,0.0442893293234966,0.02202333496686096,0.05207450238010833,0.1558948267568408,0.12249898924155422,0.005394404946450014,0.1549273931372071,0.006696613608898731,1.7526476230627313e-06,-0.634
0.004631175013708929,0.04673031317750719,0.021184313601872735,0.05628995862182984,0.1645187984571613,0.1251194627872381,0.0062582843678328,0.15716947279571758,0.007555323721651353,2.497607924639657e-06,-0.632
0.005525258456309453,0.04941946728118861,0.020356469032938976,0.06053591436050874,0.17398289584917076,0.1278138121573574,0.007214542229676344,0.1592393769054014,0.00852376743024746,3.5366908791175665e-06,-0.63
0.006554033167010659,0.05234637333830651,0.01955564483821139,0.06476107344114387,0.18431406906890102,0.13056186341183793,0.008264341016290935,0.16115544477358093,0.009597895151177697,4.976395933636187e-06,-0.628
0.007728115203580636,0.055494520304700874,0.018798643382010448,0.0689123199060948,0.19552440887342035,0.13334078265050173,0.009407163902484032,0.16294001929097696,0.010772425604087336,6.957923965669839e-06,-0.626
0.009057241470594448,0.058841516709554106,0.018102949011313103,0.07293576851205279,0.2076102185359333,0.13612549829825824,0.010640604678033813,0.16461886440509096,0.012040645129070387,9.667038579036957e-06,-0.624
0.010549828666387024,0.06235946393933056,0.017486418703855332,0.07677790938170022,0.2205515296904489,0.13888923620217722,0.011960196797811184,0.16622050824990944,0.013394261229487892,1.3346226811639498e-05,-0.622
0.012212508982880755,0.06601547992470741,0.01696694953742801,0.08038681271347295,0.23431208865677425,0.14160415457858103,0.013359294700331944,0.16777553696693398,0.014823322510824981,1.83095324999474e-05,-0.62
0.014049657159925134,0.06977235856094831,0.016562133074573816,0.08371335499563466,0.2488398240106382,0.14424206146170726,0.014829019892654576,0.16931586475272176,0.016316214916420862,2.4960445353314548e-05,-0.618
0.016062926634847662,0.07358934675994692,0.016288907046930246,0.08671242537257057,0.26406778985828033,0.14677519351892696,0.016358282882657175,0.1708740048907929,0.017859741230168216,3.381322068891471e-05,-0.616
0.01825081522514537,0.07742301836184567,0.01616321462405604,0.08934406986414034,0.27991556301473003,0.14917703205890806,0.017933889832283133,0.1724823646487514,0.01943928729101615,4.551797274188383e-05,-0.614
0.02060828279471054,0.08122822226981159,0.01619968111980937,0.09157453211133965,0.29629105663896305,0.15142312987888248,0.019540739838805925,0.1741725841774955,0.02103907436079739,6.088982200709708e-05,-0.612
0.023126444446151907,0.0849590811168896,0.016411317284777356,0.09337715217525418,0.3130926983799107,0.1534919213450704,0.021162115110935045,0.17597493619943572,0.02264249277123961,8.094227758218681e-05,-0.61
0.025792362743316206,0.08857001649387342,0.016809257409822437,0.09473308951178196,0.3302119082179054,0.15536548780597195,0.02278006213221599,0.1779177995808097,0.024232507557676235,0.00010692489271768064,-0.608
0.028588961132421063,0.09201677719204363,0.017402539366116295,0.09563184235248116,0.3475358003687251,0.15703025109427265,0.024375857385357354,0.18002721609432173,0.025792122509681062,0.00014036504045856734,-0.606
0.03149507799224097,0.09525744794551735,0.01819793245965956,0.09607154303998239,0.36495002520644204,0.1584775694401622,0.025930546579410244,0.18232653600222554,0.027304885196321856,0.00018311341279636355,-0.604
0.0344856765756484,0.09825341767412575,0.019199817598431052,0.09605901704049503,0.38234166143935444,0.15970421253252048,0.027425541838266718,0.184836154691205,0.028755412322121462,0.000237392550068483,-0.602
0.03753222056750823,0.10097028809525192,0.020410122763487436,0.0956096020025513,0.39960206594913733,0.1607126956418697,0.02884325724876723,0.18757333958562464,0.030129912488029827,0.0003058473597408577,-0.6
0.04060321823383855,0.10337870565408248,0.021828315143581117,0.09474673196024348,0.4166295889094154,0.16151145656590968,0.030167759800687477,0.1905521440256053,0.03141668228097322,0.00039159619169463073,-0.598
0.04366493042612992,0.10545510188408079,0.023451449542450053,0.09350130021525284,0.4333320650916299,0.1621148635737694,0.031385410326575616,0.1937834027532813,0.032606551750012654,0.0004982806121419825,-0.596
0.04668222937308343,0.1071823294358632,0.025274270817364768,0.09191082223175487,0.44962899861819566,0.16254304740462022,0.03248546777228287,0.19727480210624201,0.03369325682726732,0.0006301115771967822,-0.594
0.049619586654370065,0.1085501830088272,0.027289366194547023,0.09001842674479253,0.4654533677264,0.16282155561309292,0.03346063014552361,0.20103101695337397,0.03467371911207027,0.0007919092724399641,-0.592
0.052442160475235616,0.10955579622138532,0.029487361393428606,0.08787170897440738,0.48075298816453466,0.16298083303769148,0.03430748687379454,0.20505390579340782,0.03554821755948936,0.0009891334844800868,-0.59
0.055116944841513256,0.1102039070324437,0.03185715266457271,0.08552148417357337,0.4954913883642627,0.16305553778176365,0.035026860046805934,0.20934275523151638,0.0363204418094893,0.0012279010371268396,-0.588
0.05761393696262959,0.11050698568536667,0.034386165215545945,0.08302048259808037,0.5096481661356438,0.16308370771150574,0.03562401602952075,0.2138945652094633,0.036997422886235656,0.0015149865943420297,-0.586
0.059907274639943275,0.11048522032866917,0.037060627191501994,0.0804220283107135,0.5232188148324789,0.1631057979489255,0.0361087340346941,0.21870436683874528,0.037589343444015516,0.0018578030420300358,-0.584
0.06197629291535084,0.1101663565503638,0.039865847524890016,0.07777874401562043,0.5362140261633993,0.1631636150085148,0.03649522418909412,0.2237655654129319,0.03810923624362395,0.002264357747364485,-0.582
0.06380644914926051,0.10958538814706487,0.04278648569594231,0.07514132240747268,0.5486584964233466,0.16329917791465776,0.0368018941059262,0.22907030208069037,0.038572585694358716,0.0027431812901195906,-0.58
0.06539006813529866,0.10878409765433815,0.045806801853853996,0.07255740140525084,0.5605892821690311,0.16355354064577243,0.03705096963643136,0.23460982865409977,0.038996852681467506,0.0033032257905345197,-0.578
0.06672686387117523,0.10781044661816781,0.048910876900946094,0.07007057625447216,0.5720537694949449,0.16396561337314153,0.037267981945682066,0.24037489100034876,0.039400947142555154,0.003953730737156482,-0.576
0.06782420207485833,0.10671781741036662,0.05208279404983371,0.0677195759936232,0.5831073373016508,0.1645710219884585,0.03748113897488537,0.24635611729708923,0.039804675649501874,0.004704055246747941,-0.574
0.06869707720196801,0.10556411068656857,0.05530677597603975,0.0655376253931091,0.593810808522982,0.16540104614706316,0.03772060437658763,0.2525444079941702,0.040228192375260374,0.005563476951284641,-0.572
0.06936778918973807,0.10441070542614006,0.05856727488819862,0.06355200642082615,0.6042277934868903,0.1664816753241811,0.03801771085180114,0.25893132449278583,0.04069148116719582,0.006540959170899271,-0.57
0.06986531791635099,0.10332129190779517,0.06184901644229181,0.06178382582601824,0.6144220358149743,0.16783282006438383,0.038404137260268846,0.2655094732216419,0.04121389402120447,0.007644889644410458,-0.568
0.07022440682576192,0.10236059193888238,0.06513700219561412,0.06024798784129606,0.6244548730414242,0.1694677116369734,0.03891107978188058,0.27227288088772217,0.04181376718861123,0.008882795781285079,-0.566
0.07048438067590691,0.10159298508654672,0.06841647894891753,0.05895336357340554,0.6343829211438908,0.17139251770572053,0.03956844673701522,0.2792173551870561,0.04250813070359673,0.01026104308587314,-0.564
0.07068773525142003,0.10108106440924944,0.07167288655910174,0.057903141681415866,0.6442560843143779,0.17360619448215764,0.04040410448134982,0.28634082322364696,0.04331252064792843,0.011784524990873966,-0.5619999999999999
0.07087854848656241,0.10088415005096496,0.07489179832201687,0.057095338712255805,0.6541159786609505,0.17610058735310935,0.04144319822536857,0.2936436374214597,0.04424089640632477,0.013456353721125228,-0.5599999999999999
0.07110077216806224,0.10105679377775295,0.07805886955932494,0.056523442240517516,0.6639948414515427,0.1788607824445919,0.04270756692444815,0.30112883602084284,0.04530565799290644,0.015277562891077217,-0.5579999999999999
0.07139647071312583,0.10164731180586754,0.08115981038754864,0.0561771559663733,0.673914976544453,0.1818657013806769,0.04421526584693216,0.3088023425938528,0.04651775174417426,0.017246833228480803,-0.5559999999999999
0.07180407803809931,0.10269638676592,0.08418039767643214,0.05604321333318707,0.6838887625655777,0.18508892106349634,0.04598020441217437,0.3166730867169507,0.047886846751879916,0.01936025303776015,-0.5539999999999999
0.07235674497282449,0.10423578203875855,0.08710653889285232,0.05610622513922897,0.6939192241489769,0.18849969013526252,0.048011900785282176,0.32475302636438147,0.04942155976745978,0.021611124717176845,-0.5519999999999999
